id,name,summary,description,course_difficulty,course_price,technologies,course_type,courseMeta,courseInfo
202,Belajar Fundamental Aplikasi iOS,"Pelajari komponen fundamental iOS berdasarkan teknik yang digunakan industri mulai dari App Design, SwiftUI, Networking, sampai Database.","Menjadi iOS developer merupakan pekerjaan yang diimpikan bagi banyak orang. Menurut data dari Indeed, salah satu job platform terbesar di dunia, tingkat kepuasan menjadi iOS developer itu 13% lebih tinggi dibandingkan dengan profesi Android Developer. Sedangkan dari sisi kebutuhan Industri, masih banyak yang menginginkan codebase terpisah ketika aplikasinya perlu dijalankan di platform yang berbeda (seperti OS Android dan iOS). Oleh karena itu, permintaan untuk seorang iOS Developer masih sangatlah tinggi. iOS merupakan salah satu pasar mobile terbesar setelah Android, sehingga kebutuhan seorang iOS Developer masih sangat besar. Aplikasi iOS memiliki potensi yang besar untuk menghasilkan uang, seperti melalui iklan Admob, In-App purchase, dan membuat proyek aplikasi. iOS merupakan sistem operasi resmi dari Apple Inc. yang akan mengalami pembaruan setiap saat. Sehingga, Anda tak perlu ragu untuk mempelajarinya. Jaminan dukungan penuh dari Apple kepada developer contohnya dibuktikan dengan adanya aplikasi Apple Developer dan event WWDC (Apple Worldwide Developers Conference). Ada banyak kelebihan ketika menjadi iOS Developer, seperti waktu kerja lebih fleksibel, memiliki gaji yang cukup tinggi, dapat bekerja secara independen, memiliki jaminan kerja, sosialisasi akan meningkat, dan kreativitas akan terasah. Target dan Sasaran Siswa Kelas ditujukan bagi iOS Developer yang ingin belajar fundamental pembuatan aplikasi iOS, seperti networking dan database, dengan mengacu pada standar industri. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Kelas ini didesain untuk siswa yang sudah pernah atau familier dengan pembuatan aplikasi iOS. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat membuat aplikasi iOS yang cukup kompleks, seperti menampilkan informasi dalam bentuk list dari API network dan database.",Menengah,PAID,iOS,Picodiploma,"['70 Jam', '4,83', 'Menengah']","['127 Modul', '1.353 Siswa Terdaftar']"
209,Menjadi iOS Developer Expert,"Saatnya jadi iOS Expert dengan belajar Clean Code, Design Pattern, Clean Architecture, Reactive Programming, DI, Modularization, dan TDD.","Banyak perusahaan berkompetisi untuk menjangkau pasar iOS sebanyak mungkin. Namun, mahalnya biaya akuisisi pengguna menjadi kendala dalam membangun aplikasi. Maka diperlukan aplikasi dengan performa tinggi agar dapat bersaing dan meningkatkan retensi pengguna. Minimnya bug, keamanan, dan ukuran aplikasi adalah faktor yang perlu diperhatikan untuk kenyamanan user. Pelajarilah kelas ini untuk mengetahui cara membuat kode yang dapat mengikuti kebutuhan bisnis serta tidak rapuh ketika dikembangkan. Sistem operasi iOS merupakan salah satu pasar mobile terbesar setelah Android, sehingga kebutuhan seorang iOS Developer masih sangatlah besar. Aplikasi iOS memiliki potensi yang besar untuk menghasilkan uang seperti melalui iklan Admob, In-App purchase, dan membuat proyek aplikasi. iOS merupakan sistem operasi resmi dari Apple Inc. yang akan mengalami pembaruan setiap saat. Sehingga, Anda tak perlu ragu untuk mempelajarinya. Ada banyak kelebihan ketika menjadi iOS Developer, seperti waktu kerja lebih fleksibel, memiliki gaji yang cukup tinggi, dapat bekerja secara independen, memiliki jaminan kerja, sosialisasi akan meningkat, dan kreativitas akan terasah. Materi yang diajarkan di kelas ini merupakan best-practice langsung dari industri sehingga dipastikan berguna untuk kebutuhan sehari-hari. Target dan Sasaran Siswa Kelas ditujukan bagi iOS Developer yang ingin menjadi iOS Developer Expert dengan skill yang dibutuhkan di dunia industri. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Kelas ini didesain untuk siswa yang sudah pernah atau familier dengan fundamental pembuatan aplikasi iOS. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat membuat aplikasi iOS dengan menerapkan clean architecture, reactive programming, dependency injection, serta modularization.","Mahir,Professional",PAID,iOS,Picodiploma,"['70 Jam', '4,85', 'Mahir - Profesional']","['126 Modul', '960 Siswa Terdaftar']"
219,Menjadi Front-End Web Developer Expert,"Pelajari teknik-teknik expert serta modern dalam membangun website yang optimal pada seluruh perangkat, terutama pada perangkat mobile.","Saat ini, banyak website aktif dirancang untuk tampak optimal hanya pada perangkat desktop. Namun faktanya, kini pengguna website didominasi oleh smartphone. Dengan begitu, Web Developer dituntut untuk mampu membangun website yang dapat beradaptasi pada smartphone dengan baik. Perusahaan seperti Tokopedia, Twitter, dan Facebook berhasil mengembangkan website yang nyaman diakses pada perangkat smartphone. Hal ini bisa tercapai dengan memperhatikan aspek mobile friendly, accessibility, dan optimization. Web Developer saat ini harus mampu menyajikan website yang optimal pada perangkat smartphone. Web merupakan platform yang dapat diakses melalui banyak macam perangkat. Hal ini menjadi keuntungan jika Anda mengembangkan aplikasi berbasis Web.&nbsp; Aplikasi yang dibangun menggunakan web memiliki kecanggihan layaknya aplikasi native Android atau iOS.&nbsp; Website adalah platform yang dijangkau oleh Search Engine seperti Google Search, sehingga website cocok sebagai media promosi bisnis atau konten.&nbsp; Mengembangkan website termasuk pengembangan yang mudah di-maintenance dan mudah untuk dipublikasi. Target dan Sasaran Siswa Kelas ini ditujukan untuk seorang Front-End Web Developer yang ingin mengembangkan website yang optimal, mudah digunakan, serta canggih ketika diakses oleh seluruh perangkat terutama smartphone. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Siswa diharapkan sudah mampu mengembangkan aplikasi web di sisi Front-End, menguasai HTML, CSS, dan JavaScript serta sudah familier dengan Webpack sebagai module bundler. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat membuat aplikasi front-end web yang responsif, memiliki aksesibilitas yang baik, mudah di-maintenance, memiliki sifat native, dapat diuji, dan memiliki performa yang baik.","Mahir,Professional",PAID,Web,Picodiploma,"['110 Jam', '4,89', 'Mahir - Profesional']","['213 Modul', '8.570 Siswa Terdaftar']"
251,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),"Pelajari materi dasar Cloud dengan menggunakan AWS, dari konsep cloud computing, hingga cara membangun arsitektur yang baik.","Komputasi cloud telah berkembang secara signifikan dan semakin populer beberapa tahun terakhir. Salah satu platform cloud terdepan dan paling komprehensif adalah Amazon Web Services (AWS). Jutaan pelanggan telah menggunakan AWS, termasuk tiga unicorn asal Indonesia seperti Traveloka, Tokopedia, dan Gojek. Maka dari itu, kuasailah ilmu komputasi cloud agar Anda dapat memenuhi kebutuhan industri yang kian bertumbuh dan mulailah langkah perjalanan cloud Anda dengan mempelajari kelas ini. &nbsp; Pemahaman tentang cloud merupakan skill wajib di era industri saat ini. Seiring perkembangan teknologi yang kian pesat, kebutuhan seorang yang ahli dalam komputasi cloud semakin berperan untuk kemajuan perusahaan. Komputasi cloud tidak memerlukan komputer/laptop berspesifikasi tinggi. Jadi, tak perlu khawatir jika Anda tak memiliki perangkat yang mumpuni. Belajar komputasi cloud tidak memerlukan pengalaman yang cakap dalam bidang IT, siapa pun dapat mempelajarinya. Dengan komputasi cloud, Anda bisa berkenalan dengan berbagai bidang IT, seperti DevOps, Machine Learning, Software Development, dan lain sebagainya. Target dan Sasaran Siswa Kelas ditujukan bagi pemula yang ingin memulai karirnya di bidang cloud computing dengan mengacu pada standar kompetensi internasional milik AWS.&nbsp; Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Kelas ini didesain untuk pemula sehingga tidak ada prasyarat dalam pemahaman pemrograman sebelumnya.&nbsp; Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat memahami AWS Cloud dengan segala jenis layanan, infrastruktur global, hingga harganya.",Dasar,PAID,Cloud Computing,Picodiploma,"['15 Jam', '4,81', 'Dasar']","['87 Modul', '179.259 Siswa Terdaftar']"
256,Belajar Dasar Pemrograman JavaScript,"Pelajari dasar JavaScript, dari fundamental, sintaks dan fitur ES6, hingga konsep automation test menggunakan framework populer.","JavaScript adalah bahasa pemrograman yang wajib dikuasai oleh seorang web developer. Bahasa ini awalnya digunakan untuk membuat sebuah website menjadi lebih interaktif. Dalam perkembangannya, JavaScript tidak lagi hanya digunakan pada browser, melainkan juga bisa berjalan pada server. Ini berarti JavaScript digunakan di seluruh bagian website, mulai dari front-end hingga back-end. Bahkan, kini JavaScript mulai merambah ke platform lain seperti mobile, desktop, dan game. JavaScript bisa berjalan di lingkungan browser, server, bahkan desktop. Artinya, jika Anda bisa menguasai bahasa ini, maka skill Anda bisa digunakan di banyak platform. JavaScript mudah dipelajari oleh pemula. Komunitas yang besar di internet siap membantu ketika memiliki pertanyaan atau kesulitan. Pengembangan aplikasi dengan JavaScript tidak membutuhkan komputer/laptop yang memiliki spesifikasi tinggi, sehingga tidak menjadi kendala bagi Anda yang tidak memiliki perangkat yang mumpuni. JavaScript termasuk bahasa pemrograman paling populer dan banyak dicari oleh industri Target dan Sasaran Siswa Kelas ini ditujukan untuk individu yang ingin melangkah menjadi seorang Web Developer/Back-end developer menggunakan teknologi Node.js menggunakan standar kompetensi industri yang divalidasi oleh AWS. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Kelas ini didesain untuk pemula sehingga tidak ada prasyarat dalam pemahaman pemrograman sebelumnya. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat menguasai dasar JavaScript untuk pengembangan aplikasi web menggunakan Node.Js.",Dasar,PAID,Web,Picodiploma,"['45 Jam', '4,86', 'Dasar']","['116 Modul', '155.494 Siswa Terdaftar']"
261,Belajar Membuat Aplikasi Back-End untuk Pemula,"Pelajari dasar dalam membangun RESTful API, dari HTTP server, routing, hingga membangun Back-End untuk aplikasi yang nyata.","Back-End Developer merupakan developer yang memiliki peran sangat penting, karena Back-End Developer menjadi faktor vital dalam membangun sebuah sistem aplikasi meskipun perannya tidak terlihat secara langsung oleh pengguna. Seorang Back-End Developer harus mampu membangun layanan yang mampu mendukung aplikasi Front-End dapat berfungsi dengan baik. Kelas ini membahas tuntas kemampuan dasar untuk menjadi seorang Back-End Developer dengan membangun RESTful API menggunakan teknologi Node.js yang populer. Setiap aplikasi membutuhkan peran Back-End agar dapat berfungsi dengan baik. RESTful API merupakan Web Service yang banyak digunakan industri saat ini. Salah satu skill yang perlu dikuasai untuk menjadi Full-Stack Engineer. Permintaan tinggi dari perusahan untuk seorang Back-End Developer di Indonesia. Target dan Sasaran Siswa Kelas ini ditujukan untuk individu yang ingin melangkah menjadi seorang Back-End Developer dengan standar kompetensi internasional milik AWS. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Kelas ini didesain untuk siswa yang sudah paham dengan bahasa pemrograman JavaScript. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat membuat RESTful API sederhana secara mandiri untuk mendukung fungsionalitas suatu aplikasi.",Pemula,PAID,"Cloud Computing,Web",Picodiploma,"['45 Jam', '4,90', 'Pemula']","['114 Modul', '105.530 Siswa Terdaftar']"
266,Architecting on AWS (Membangun Arsitektur Cloud di AWS),"Pelajari cara membangun arsitektur cloud di AWS, dari yang sederhana dengan Amazon S3 hingga yang canggih dengan teknologi serverless.","Amazon Web Services (AWS) adalah platform cloud paling komprehensif dan digunakan secara luas di dunia. AWS telah dipercaya oleh jutaan pelanggan dari semua kalangan. Baik startup, perusahaan besar, dan lembaga pemerintah terkemuka telah menggunakan AWS untuk menghemat, menjadi lebih tangkas, dan berinovasi lebih cepat. Oleh karena itu, pahami dan kuasailah cara membangun arsitektur di AWS agar Anda mampu membangun arsitektur yang andal, aman, dan optimal; sekaligus menambah nilai bisnis bagi perusahaan. Mampu membangun arsitektur di AWS akan menjadi nilai lebih di dunia industri saat ini. Karena AWS dapat diakses melalui browser, Anda tak memerlukan komputer/laptop berspesifikasi tinggi. Dengan menguasai materi Architecting on AWS, Anda akan mampu membangun arsitektur yang andal, aman, dan optimal di AWS. Kebutuhan akan seorang yang ahli dalam membangun arsitektur di AWS kian diperlukan banyak perusahaan. Target dan Sasaran Siswa Kelas ini ditujukan bagi individu yang ingin melangkah ke jenjang lebih tinggi dalam bidang cloud computing, seperti menjadi seorang AWS Solutions Architect dengan mengacu pada standar kompetensi internasional milik AWS. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan mampu mengoperasikan komputer dengan baik. Kelas ini didesain untuk level menengah dalam bidang cloud computing sehingga siswa wajib sudah memahami dasar-dasar cloud. Silakan pelajari dasar-dasar AWS Cloud di kelas&nbsp; Cloud Practitioner Essentials (Belajar Dasar AWS Cloud) . Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Setelah mengikuti kelas, siswa dapat membangun arsitektur cloud di AWS dengan menerapkan praktik terbaik AWS.",Menengah,PAID,Cloud Computing,Picodiploma,"['40 Jam', '4,83', 'Menengah']","['170 Modul', '13.628 Siswa Terdaftar']"
271,Belajar Fundamental Aplikasi Back-End,"Pelajari teknologi dalam membangun RESTful API yang canggih seperti Database, Storage, hingga Authentication dan Authorization.","Back-End Developer memiliki peran penting dalam membangun sistem aplikasi, karena ia bertanggung jawab membuat service yang dapat mengelola serta mengamankan data yang digunakan oleh suatu aplikasi. Pengelolaan yang tidak baik dan tidak aman akan menimbulkan banyak kerugian bagi perusahaan, bahkan bisa memicu kebangkrutan. Kelas ini membahas tuntas materi dalam membangun RESTful service yang canggih dan aman seperti database, storage, hingga authentication, dan authorization. Mengetahui cara yang baik dan aman dalam mengelola dan menyimpan data di server.&nbsp; Meningkatkan performa backend dengan menggunakan teknik message queue dan caching di sisi server.&nbsp; Memisahkan peran fokus dalam pengembangan sistem aplikasi.&nbsp; RESTful API merupakan Web Service yang banyak digunakan industri saat ini.&nbsp; Salah satu skill yang perlu dikuasai untuk menjadi Full-Stack Engineer.&nbsp; Permintaan tinggi dari perusahan untuk seorang Back-End Developer di Indonesia. Target dan Sasaran Siswa Kelas ini ditujukan untuk Back-End Developer yang ingin mengetahui cara mengelola dan mengamankan dengan baik di server, dengan mengacu pada standar industri yang divalidasi AWS.&nbsp; Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Kelas ini didesain untuk siswa yang sudah paham dengan bahasa pemrograman JavaScript dan familier dalam membuat HTTP Server beserta membangun RESTful API sederhana menggunakan Node.js.&nbsp; Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat membuat aplikasi back-end berupa RESTful API yang menerapkan Database, Authentication dan Authorization, Message Broker, Storage, dan Caching sesuai studi kasus yang ada dalam dunia nyata.",Menengah,PAID,"Cloud Computing,Web",Picodiploma,"['90 Jam', '4,89', 'Menengah']","['189 Modul', '6.129 Siswa Terdaftar']"
276,Menjadi Back-End Developer Expert,"Pelajari teknik Automation Testing, Clean Architecture, CI/CD, Security, dan Scalability dalam membangun RESTful API berskala industri.","Seiring perkembangan bisnis, semakin banyak data yang disimpan oleh perusahaan. Data pada sistem aplikasi dikelola oleh Back-End Developer dan disimpan pada server. Sebagai Back-End Developer, pastikan service yang dibuat sudah menerapkan best practice yang ada. Dengan begitu service akan selalu berjalan dengan baik dan selalu mudah untuk dikembangkan. Materi di kelas ini membahas bagaimana cara menerapkan best practice dalam membangun Back-End Service yang testable , scalable , reliable&nbsp; dan agile . Permintaan tinggi dari perusahan untuk Back-End Developer dengan ilmu expert karena minimnya kualitas developer di Indonesia. Materi yang diajarkan di kelas ini merupakan best practice langsung dari industri sehingga dipastikan berguna untuk kebutuhan sehari-hari. RESTful API merupakan Web Service yang banyak digunakan industri saat ini. Perusahaan membutuhkan developer yang dapat membuat RESTful API yang testable , scalable , reliable dan agile . Target dan Sasaran Siswa Kelas ini ditujukan untuk Back-End Developer yang ingin mengetahui best practice dalam mengembangkan RESTful API menggunakan NodeJS, dengan mengacu pada standar industri yang divalidasi AWS. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Kelas ini didesain untuk siswa yang sudah paham dengan bahasa pemrograman JavaScript dan familier dalam membuat HTTP Server beserta membangun RESTful API menggunakan NodeJS. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas ini, siswa mampu membuat aplikasi back-end berupa RESTful API yang testable, scalable, reliable, agile, mudah dan cepat untuk di-deploy, serta memiliki keamanan yang baik sesuai dengan standar yang digunakan Industri.","Mahir,Professional",PAID,"Cloud Computing,Web",Picodiploma,"['82 Jam', '4,90', 'Mahir - Profesional']","['116 Modul', '3.270 Siswa Terdaftar']"
292,Meniti Karier sebagai Software Developer,Pelajari berbagai jalur yang tersedia sebagai Software Developer dari sudut pandang developer ahli yang sudah meniti karier di bidangnya.,"Software Developer merupakan pekerjaan yang diimpikan banyak orang. Bahkan di Amerika, Software Developer telah berturut-turut selama 3 tahun berada di peringkat pertama ranking karier terbaik bidang teknologi milik World Report. Namun untuk meniti karier di bidang ini tidaklah mudah. Terdapat berbagai jalur yang masing-masing membutuhkan persiapan dan ilmu berbeda. Mempelajari sudut pandang developer yang sudah meniti karier sesuai bidangnya adalah cara tepat untuk menentukan arah yang perlu Anda ambil. Saat ini perkembangan teknologi berkembang sangat pesat dan itu semua berkat campur tangan seorang Software Developer. Dengan menjadi Software Developer, Anda dapat membuat aplikasi yang bermanfaat untuk banyak orang. Kebutuhan Software Developer di Indonesia sangatlah tinggi. Riset World Bank mengatakan, u201cUntuk mendukung transformasi digital dan pertumbuhan ekonomi, Indonesia membutuhkan kurang lebih 600.000 talenta digital setiap tahunnya.u201d Ada banyak kelebihan ketika menjadi Software Developer, seperti waktu kerja lebih fleksibel, memiliki gaji yang cukup tinggi, dapat bekerja secara independen, memiliki jaminan kerja. sosialisasi akan meningkat, dan kreativitas akan terasah. Software Developer memiliki berbagai macam jalur yang bisa Anda pilih, seperti Android Developer, Front-End Web Developer, iOS Developer, Machine Learning Developer, dan masih banyak lagi. Target dan Sasaran Siswa Kelas ditujukan bagi pemula yang ingin memulai kariernya di bidang Software Developer dengan mengacu pada standar kompetensi industri. Kelas dapat dikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Kelas ini didesain untuk pemula sehingga tidak ada prasyarat dalam pemahaman pemrograman sebelumnya. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Tujuan Umum dan Khusus Pelatihan Di akhir kelas, siswa dapat menyimpulkan dan memilih jalur karier pada bidang Software Development yang sesuai dengan diri mereka beserta mengerti hal-hal yang harus mereka persiapkan untuk mencapai dan menjalani karier tersebut. Mengidentifikasi opsi jalur karier yang tersedia di bidang Software Development.. Menyimpulkan jalur karier yang tepat di bidang Software Development.&nbsp; Menerapkan praktek terbaik dari developer berpengalaman untuk mengambil jalur karier.",Dasar,PAID,"Android,Cloud Computing,iOS,Machine Learning,Multi Platform,Web",Picodiploma,"['7 Jam', '4,90', 'Dasar']","['53 Modul', '19.646 Siswa Terdaftar']"
302,Pengenalan ke Logika Pemrograman (Programming Logic 101),"Pelajari logika-logika dasar dalam pemrograman dimulai dari jenis-jenis logika pemrograman, gerbang logika, hingga computational thinking.","Mengerti logika dan penerapannya dalam menyusun algoritma akan menjadi salah satu modal awal yang cukup untuk belajar pemrograman. Bidang pemrograman di Indonesia berpotensi mengalami pertumbuhan ekonomi tahunan yang menjanjikan melalui digitalisasi. Dengan mempelajari logika pemrograman yang disusun dalam algoritma terstruktur, Anda dapat menyelesaikan permasalahan dengan lebih cepat dan efisien baik di bidang pemrograman itu sendiri atau kehidupan sehari-hari. Pemrograman merupakan top skill yang dibutuhkan di era industri digital saat ini. Logika pemrograman dapat membantu Anda untuk lebih berpikir secara logis sehingga lebih efisien dalam pemecahan masalah. Dengan menerapkan logika pemrograman yang disertai algoritma yang tepat, Anda dapat menyelesaikan masalah dengan lebih terstruktur. Logika pemrograman adalah salah satu fondasi yang dapat membantu Anda melangkah lebih jauh di bidang pemrograman. Target dan Sasaran Siswa : Kelas ditujukan bagi pemula yang ingin mulai belajar logika pada bidang pemrograman dengan mengacu pada standar industri. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Kelas ini didesain untuk pemula sehingga tidak ada prasyarat dalam pemahaman pemrograman sebelumnya. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba.",Dasar,PAID,Data,Picodiploma,"['6 Jam', '4,91', 'Dasar']","['37 Modul', '34.651 Siswa Terdaftar']"
313,Belajar Membuat Augmented Reality dengan Lens Studio,"Pelajari cara membuat augmented reality di Snapchat dengan teknik seperti post effect, segmentation, face effect, hingga visual scripting.","Perkembangan teknologi pada beberapa tahun terakhir ini bisa dikatakan sangat pesat, tidak terkecuali Augmented Reality (AR). Dengan berkembangnya teknologi ini, tentunya Anda sudah bisa menerapkan Augmented Reality di berbagai bidang, salah satunya sosial media. Lens Studio merupakan sebuah tools yang dapat membantu Anda untuk membuat lens berbasis Augmented Reality (AR) di platform sosial media yaitu Snapchat. Bahkan, tanpa coding sedikit pun, Anda sudah bisa membuat Lens sendiri di Lens Studio. Kebutuhan akan pemanfaatan teknologi AR di berbagai bidang cukup besar. Kegiatan berbagi foto atau video di sosial media menggunakan efek tertentu saat ini sedang banyak digemari. Dengan Lens Studio, Anda bisa membuat lens bahkan tanpa coding sedikit pun. Kustomisasi tanpa batas di Lens Studio memungkinkan Anda untuk bebas berkreasi dalam pembuatan lens. Target dan Sasaran Siswa Kelas ini ditujukan untuk individu yang ingin mengimplementasikan efek berbasis Augmented Reality untuk platform Snapchat. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Kelas ini didesain untuk pemula sehingga tidak ada prasyarat dalam pemahaman pemrograman sebelumnya. Namun, akan lebih baik jika memiliki pengetahuan dasar tentang pemrograman. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat membuat dan merilis lens sendiri yang dapat digunakan di platform Snapchat.",Pemula,FREE,AR/VR/MR,Picodiploma,"['20 Jam', '4,88', 'Pemula']","['56 Modul', '14.968 Siswa Terdaftar']"
315,Belajar Membuat Front-End Web untuk Pemula,"Pelajari materi mengenai DOM manipulation, Event, dan Web Storage untuk meningkatkan fungsionalitas dan interaktifitas pada website Anda.","Website sudah menjadi kebutuhan utama yang tidak bisa diabaikan. Hal ini karena website tidak hanya digunakan sebagai media informasi, tetapi bisa juga sebagai tools untuk menunjang bisnis Anda. Untuk membuat website yang memiliki fungsionalitas lebih dan interaktif, web developer perlu belajar teknik manipulasi DOM. Kelas ini membahas secara tuntas dan lengkap mengenai DOM Manipulation dan Web Storage dalam membuat website yang memiliki fungsionalitas lebih dan interaktif. Web merupakan platform yang dapat diakses melalui beragam perangkat. Hal ini menjadi keuntungan jika Anda mengembangkan aplikasi berbasis web. Pengembangan web tidak membutuhkan komputer/laptop yang memiliki spesifikasi tinggi sehingga bukan menjadi penghalang utama bagi Anda yang tidak memiliki perangkat yang mumpuni. Website adalah platform yang dijangkau oleh banyak Search Engine seperti Google Search sehingga website cocok sebagai media promosi bisnis atau konten. Mengembangkan website termasuk pengembangan yang mudah dikelola dan dipublikasi. Target dan Sasaran Siswa Kelas ini ditujukan untuk seorang Front-End Web Developer yang ingin mengembangkan website yang memiliki fungsionalitas lebih daripada hanya media informasi saja, sesuai dengan standar industri. Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik. Siswa diharapkan sudah mampu mengembangkan aplikasi web di sisi Front-End dengan menguasai HTML dan CSS. Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba. Di akhir kelas, siswa dapat membuat aplikasi front-end web yang interaktif serta memiliki fitur penyimpanan menggunakan Web Storage.",Pemula,PAID,Web,Picodiploma,"['45 Jam', '4,87', 'Pemula']","['69 Modul', '100.499 Siswa Terdaftar']"
