tutorial_id,course_id,tutorial_title
1672,16,Installing Packages
1673,16,Pengantar Modularisasi Harmonis
1674,16,Comments
1675,16,Scripting dan Compiled Language
1676,16,Export
1677,16,Rangkuman Sang Pengatur Program
1678,16,Rangkuman Bermain dengan Function
1679,16,Kuis: Bukan Sembarang Data
1680,16,"Flow, Type Check Library"
1681,16,Penanganan dengan Promise
1682,16,Pengenalan Node Package Manager
1683,16,Daftar Referensi
1684,16,Parameter dan Argument
1685,16,JavaScript Runtime Environment
1686,16,Submission: Evaluasi Pembelajaran Akhir
1687,16,Pengantar Mengarungi Lautan Sintaksis
1688,16,Encapsulation
1689,16,Apa Itu Asynchronous Process
1690,16,WeakMap & WeakSet
1691,16,Rangkuman Menyelami Dunia OOP
1692,16,Kuis: Menyelami Dunia OOP
1693,16,Pemanggilan Function
1694,16,Knowledge Check : JavaScript Testing
1695,16,Pengantar Menyelami Dunia OOP
1696,16,Kuis: Mengarungi Lautan Sintaksis
1697,16,Mengubah Nilai Antar Tipe Data
1698,16,Switch Case Statement
1699,16,Kuis Coding : Penanganan Eror
1700,16,Paradigma Berbasis Objek
1701,16,Testing dalam Bun
1702,16,Using Package
1703,16,Mengenal Modularisasi
1704,16,Variabel
1705,16,Tonggak Utama dari OOP
1706,16,Kuis: Modularisasi Harmonis
1707,16,Kuis: Sang Pengatur Program
1708,16,Deklarasi Function
1709,16,"TypeScript, Superset dari JavaScript"
1710,16,Concurrency dengan Promise
1711,16,Getting Started with NPM
1712,16,Apa Itu Pemrograman
1713,16,Menggunakan Module
1714,16,Membuat Project JavaScript
1715,16,Kuis Bukan Sembarang Data (Tidak terpakai)
1716,16,Pengantar Bukan Sembarang Data
1717,16,Kuis Coding : Map
1718,16,Apa Itu Promise
1719,16,Pengenalan Penanganan Eror
1720,16,Persetujuan Hak Cipta
1721,16,Berkenalan dengan Functional Programming
1722,16,Return Value
1723,16,Ujian Akhir
1724,16,Kuis Coding: Sang Pengatur Program
1725,16,Menstrukturkan Data dengan Object
1726,16,Penanganan Error dengan Callback
1727,16,Destructuring Object
1728,16,Kuis Coding: Asynchronous Process
1729,16,Inheritance
1730,16,Strategi Terbaik Susun Testing
1731,16,Uninstall Package
1732,16,Pengantar Functional Programming
1733,16,Tipe Data
1734,16,Kuis: Gerbang Dunia JavaScript
1735,16,Error Handling
1736,16,Kuis Coding: Bermain dengan Function
1737,16,Arrow Function
1738,16,Style Guide
1739,16,[Deprecated]
1740,16,Node.js
1741,16,Sejarah JavaScript
1742,16,Menggunakan Modularisasi ESM di Node.js
1743,16,Menjalankan Project Node
1744,16,Pengantar Sang Pengatur Program
1745,16,Pengantar Bermain dengan Function
1746,16,Mengubah Callback Menjadi Promise dengan Promisify
1747,16,Pengantar Asynchronous Process
1748,16,Mekanisme Belajar
1749,16,Rangkuman Modularisasi Harmonis
1750,16,Fungsi Sejati (Pure Function)
1751,16,Function Expression
1752,16,Pengenalan Kelas
1753,16,Paradigma Pemrograman
1754,16,Menstrukturkan Data dengan Array
1755,16,Pengantar Code Quality
1756,16,Spread Operator
1757,16,Pengenalan JavaScript Testing
1758,16,Polymorphism
1759,16,Rangkuman Code Quality
1760,16,Knowledge Check : Node Package Manager
1761,16,"Yang Sudah Tercipta, Tak Bisa Diubah Lagi (Immutability)"
1762,16,Operator
1763,16,Potensi Tersembunyi Sebuah Fungsi (High-Order Function)
1764,16,Throwing Errors
1765,16,Kuis Coding: Menyelami Dunia OOP
1766,16,Variable Scope
1767,16,Code Convention dengan Linter Library
1768,16,Penanganan Bergaya Synchronous dengan Async-Await
1769,16,Instalasi Node.js dengan NVM
1770,16,Kenapa Belajar JavaScript
1771,16,Menggunakan Modularisasi ESM di Browser
1772,16,Knowledge Check : Setup Environment
1773,16,Flow Controls
1774,16,Rangkuman Mengarungi Lautan Sintaksis
1775,16,Type System dalam JavaScript
1776,16,Kuis Koding: Mengubah Fungsi Asynchronous Callback-Based Menjadi Promise-Based
1777,16,Simulasi Asynchronous Proses
1778,16,Forum Diskusi
1779,16,Kuis: Functional Programming
1780,16,Rangkuman Kelas
1781,16,Pengenalan JavaScript
1782,16,Kuis Coding: Bukan Sembarang Data
1783,16,Menstrukturkan Data dengan Map
1784,17,Membuat Users Plugin - Menuliskan Konfigurasi Routes
1785,17,Latihan: Menerapkan Custom Exceptions - Membuat Custom Error
1786,17,Membuat Authentications Plugin - Menyiapkan Fungsi Handler
1787,17,Menambahkan Foreign Key pada Kolom Owner
1788,17,Kriteria OpenMusic API versi 3
1789,17,Menghubungkan Amazon RDS Instance ke EC2 Instance
1790,17,Mendaftarkan Plugin pada Hapi Server
1791,17,Membuat AuthenticationsService
1792,17,Mengimplementasikan Message Broker ke RESTful API
1793,17,Menerapkan Fitur Upload Gambar pada Notes API - Membuat Upload Validator
1794,17,Rangkuman Normalisasi Database
1795,17,Latihan: Menerapkan onPreResponse untuk Custom Error
1796,17,Membuat Authentications Plugin - Menyiapkan Berkas Plugin dan Konfigurasi Routes
1797,17,Pendahuluan Database dengan Amazon RDS
1798,17,Submission: Proyek OpenMusic API versi 1
1799,17,Mendeploy PostgreSQL ke Amazon RDS
1800,17,(Obselete) Rangkuman Kelas
1801,17,Materi yang Akan Dibahas
1802,17,Latihan: Membuat Skenario Testing untuk Fitur Authentications
1803,17,Message Broker Model (Pola Distribusi Pesan)
1804,17,Menerapkan Authorization di Notes API - Deploy Perubahan Authentication dan Authorization
1805,17,Latihan: Mencoba Fitur Collaborations pada Notes Apps V2
1806,17,Rangkuman Caching Menggunakan Amazon ElastiCache
1807,17,Membuat UsersService
1808,17,Menerapkan Data Validation pada Notes API
1809,17,Membuat Postgres NotesService
1810,17,Kuis Normalisasi Database
1811,17,Persetujuan Hak Cipta
1812,17,Token-Based Authentication
1813,17,Pengenalan Kelas
1814,17,Pengenalan Authorization
1815,17,Membangun Fitur Kolaborasi Catatan - Membuat Fungsi verifyNoteAccess di NotesService
1816,17,Latihan: Menerapkan Server-Side Caching pada RESTful API - Membuat Instance CacheService
1817,17,Latihan: Membuat Skenario Testing dalam Mengelola Users - Adding User with Exist Username
1818,17,Membuat Notes Plugin - Menggunakan Router dan Handler pada Plugin Notes
1819,17,Membuat Joi Schema dan Validator untuk Authentications
1820,17,Mengenal Redis
1821,17,Latihan: Menggunakan Amazon S3 sebagai StorageService - Menggunakan S3 StorageService
1822,17,Membuat Users Plugin - Menuliskan Fungsi dari UsersHandler
1823,17,Deploy Perubahan Hapi Plugin dan Data Validation
1824,17,Membuat Authentications Plugin - Menuliskan Authentications Plugin
1825,17,Membangun Fitur Kolaborasi Catatan
1826,17,Submission: Proyek OpenMusic API versi 3
1827,17,Rangkuman Database dengan Amazon RDS
1828,17,Menerapkan Plugin pada Notes API - Mengenal Struktur Proyek yang Digunakan
1829,17,Latihan: Mengimplementasikan Message Broker ke RESTful API - Membuat Plugin Exports
1830,17,Deploy Penerapan Message Broker Menggunakan Amazon MQ
1831,17,Menerapkan Fitur Upload Gambar pada Notes API - Membuat Uploads Plugin
1832,17,Pengenalan Normalisasi
1833,17,Latihan: Membuat Security Groups untuk Kebutuhan Amazon MQ
1834,17,Latihan: Menerapkan Data Validation pada Notes API - Menyiapkan Skenario Pengujian
1835,17,Latihan: Mengimplementasikan Message Broker ke RESTful API - Membuat Program Consumer
1836,17,"Pengenalan Database, Relational Database, dan PostgreSQL"
1837,17,"Proyek Authentication, Authorization, dan Normalisasi Database"
1838,17,Pengenalan Amazon RDS
1839,17,"Latihan: Membuat Database, Memasang Node-Postgres, dan Setup Environment pada Proyek Notes API"
1840,17,Latihan: Mengimplementasikan Message Broker ke RESTful API - Membuat ProducerService
1841,17,Kasus Penggunaan Message Broker
1842,17,Rangkuman Authentication dan Authorization
1843,17,Memperbaiki Kekurangan pada Notes API
1844,17,Rangkuman Kelas
1845,17,Membuat UsersService - Membuat Fungsi addUser dan verifyNewUsername
1846,17,Deploy Perubahan Storage dengan Amazon S3
1847,17,Membuat Postgres NotesService - Membuat Fungsi addNote
1848,17,Kuis Message Broker dengan Amazon MQ
1849,17,Mekanisme Belajar
1850,17,JWT
1851,17,Prasyarat Kemampuan
1852,17,Latihan: Menerapkan Authorization di Notes API - Menyiapkan Skenario Testing
1853,17,Membangun Fitur Kolaborasi Catatan - Membuat Joi Schema dan Validator untuk Collaborations
1854,17,Men-deploy Redis pada Amazon ElastiCache - Memberikan Hak Akses Amazon ElastiCache ke IAM User Group
1855,17,Latihan: Membuat Skenario Testing dalam Mengelola Users - Adding User with Bad User Payload
1856,17,Latihan: Mendaftarkan Notes Plugin di Server Hapi
1857,17,Latihan: Membuat JWT Token Manager
1858,17,Memasang Redis secara Lokal
1859,17,Membuat Users Plugin - Menuliskan User Plugin
1860,17,Latihan: Memasang PostgreSQL
1861,17,Deploy Penerapan Message Broker Menggunakan Amazon MQ - Mendeploy Perubahan Notes API dan Program Consumer di EC2 Instance
1862,17,[Obsolete] Membangun Fitur Kolaborasi Catatan - Memahami Relasi Tabel collaborations
1863,17,Pengertian Cache
1864,17,Pendahuluan Authentication dan Authorization
1865,17,Latihan: Menyiapkan Struktur Proyek
1866,17,Membuat AuthenticationsService - Membuat Fungsi addRefreshToken
1867,17,Cara Mengirimkan Berkas Melalui Permintaan HTTP
1868,17,Latihan: Melayani Berkas Statis di Hapi
1869,17,Pendahuluan Normalisasi Database
1870,17,Latihan: Membuat Security Groups untuk Kebutuhan Amazon ElastisCache
1871,17,Menerapkan Data Validation pada Notes API - Membuat Notes Schema dan Validator
1872,17,Deploy Penerapan Message Broker Menggunakan Amazon MQ - Pengenalan Amazon MQ
1873,17,Jenis-Jenis Database
1874,17,Kriteria OpenMusic API versi 2
1875,17,Latihan: Memberikan Hak Akses Amazon RDS ke IAM User Group
1876,17,Pendahuluan Hapi Plugin dan Data Validation
1877,17,Mengimplementasikan Message Broker ke RESTful API - Membuat Joi Schema dan Validator untuk Exports
1878,17,Pendahuluan Storage dengan Amazon S3
1879,17,Rangkuman Hapi Plugin dan Data Validation
1880,17,Latihan: Menambahkan username pada detail catatan
1881,17,Latihan: Membuat Security Groups untuk Kebutuhan Amazon RDS
1882,17,Membuat UsersService - Membuat Fungsi getUserById
1883,17,Dasar Command-Line Redis
1884,17,Rangkuman Storage dengan Amazon S3
1885,17,Membuat Postgres NotesService - Membuat Fungsi getNotes dan getNoteById
1886,17,Kuis Storage dengan Amazon S3
1887,17,Forum Diskusi
1888,17,Pola Token-Based Authentication menggunakan JWT
1889,17,Prasyarat Tools
1890,17,Menerapkan Authorization di Notes API - Menambahkan Kolom Owner pada Tabel Notes
1891,17,Latihan: Membuat Collaborations Plugin
1892,17,Men-deploy Redis pada Amazon ElastiCache - Meluncurkan Server Amazon ElastiCache
1893,17,Latihan: Membuat Skenario Testing dalam Mengelola Users - Getting User by Correct Id
1894,17,Memahami Kata Kunci this
1895,17,Latihan: Membuat JWT Token Manager - Membuat Fungsi generateAccessToken
1896,17,Tahapan Normalisasi
1897,17,Kuis Hapi Plugin dan Data Validation
1898,17,Membuat Users Plugin - Menggunakan Users Plugin pada Hapi Server
1899,17,Membuat User dan Database di PostgreSQL menggunakan Root User
1900,17,Rangkuman Message Broker dengan Amazon MQ
1901,17,Latihan: Menyiapkan Skenario Pengujian Fitur Kolaborasi
1902,17,Teknik Caching di RESTful API
1903,17,Membuat Fitur Registrasi Pengguna di Notes API - Membuat Tabel Users
1904,17,Membuat inMemory NotesService
1905,17,Membuat AuthenticationsService - Membuat Fungsi verifyRefreshToken
1906,17,Menggunakan Amazon S3 sebagai StorageService - Pengenalan Amazon S3
1907,17,Menggunakan Amazon S3 sebagai StorageService - Membuat S3 Bucket
1908,17,Latihan: Menerapkan Data Validation pada Notes API - Menggunakan NoteValidator pada Plugin Note
1909,17,Deploy Penerapan Message Broker Menggunakan Amazon MQ - Memberikan Hak Akses Amazon MQ ke IAM User Group
1910,17,Pengenalan SQL (Structured Query Language)
1911,17,Submission: Proyek OpenMusic API versi 2
1912,17,Latihan: Membuat dan Meluncurkan Amazon RDS Instance
1913,17,Hapi Plugin
1914,17,Mengelompokkan dan Mengurutkan Pengujian Postman
1915,17,Memasang Message Broker Server Menggunakan RabbitMQ
1916,17,Menerapkan Fitur Upload Gambar pada Notes API - Menyiapkan Skenario Pengujian Fitur Upload Gambar
1917,17,Latihan: Memperbaiki Kekurangan pada Notes API - Menyediakan Resource GET /users
1918,17,(Opsional) Latihan: Menggunakan External Plugin Vision
1919,17,Membuat Joi Schema dan Validator untuk Payload User
1920,17,Menerapkan Server-Side Caching pada RESTful API
1921,17,"Proyek Hapi Plugin, Data Validation, dan PostgreSQL"
1922,17,Membuat Postgres NotesService - Membuat Fungsi editNoteById dan deleteNoteById
1923,17,Kuis Caching Menggunakan Amazon ElastisCache
1924,17,Glosarium
1925,17,Menerapkan Token-Based Authentication pada Notes API
1926,17,Pendahuluan Message Broker dengan Amazon MQ
1927,17,Menerapkan Authorization di Notes API - Mengubah NotesService
1928,17,Latihan: Menggunakan verifyNoteAccess pada NotesHandler
1929,17,Men-deploy Redis pada Amazon ElastiCache - Membuat Security Group untuk Amazon ElastiCache
1930,17,Latihan: Membuat Skenario Testing dalam Mengelola Users - Getting User by Incorrect Id
1931,17,Data Validation
1932,17,Latihan: Membuat JWT Token Manager - Membuat Fungsi generateRefreshToken
1933,17,Join Tabel
1934,17,Kuis Database dengan Amazon RDS
1935,17,Pengenalan Authentication
1936,17,Menggunakan Database di Notes API
1937,17,Membuat Authentications Plugin - Menggunakan Authentications Plugin pada Hapi Server
1938,17,Membangun Fitur Kolaborasi Catatan - Membuat Tabel collaborations
1939,17,Latihan: Menerapkan Server-Side Caching pada RESTful API - Membuat CacheService
1940,17,Membuat Skenario Testing dalam Mengelola Users
1941,17,Membuat Notes Plugin - Membuat Router Notes
1942,17,Membuat AuthenticationsService - Membuat Fungsi deleteRefreshToken
1943,17,Menggunakan Amazon S3 sebagai StorageService - Memberikan Hak Akses Amazon S3 ke IAM User Group
1944,17,Latihan: Menggunakan Amazon S3 sebagai StorageService - Memasang AWS SDK di Proyek Notes API
1945,17,Membuat Users Plugin - Membuat Berkas Plugin
1946,17,Menerapkan Custom Exceptions - Mengenal Jenis Kesalahan Yang Terjadi di Transaksi HTTP
1947,17,Latihan: Membuat dan Meluncurkan Amazon MQ
1948,17,Menerapkan Normalisasi Database di Notes API
1949,17,"Proyek Message Broker, Storage, dan Cache"
1950,17,Mendeploy Perubahan Aplikasi ke EC2 Instance
1951,17,Membuat Hapi Plugin
1952,17,Membuat Tabel Authentications
1953,17,Dasar Penggunaan RabbitMQ di Node.js
1954,17,Menerapkan Fitur Upload Gambar pada Notes API - Membuat StorageService
1955,17,Deploy Perubahan Normalisasi Database
1956,17,(Opsional) Latihan: Memvalidasi Search Query
1957,17,Men-deploy Redis pada Amazon ElastiCache
1958,17,Kriteria Proyek OpenMusic API versi 1
1959,17,Latihan: Menggunakan Postgres NotesService di Notes Plugin
1960,17,Ujian Akhir
1961,17,Daftar Referensi
1962,17,Latihan: Mengimplementasikan Message Broker ke RESTful API - Membuat Skenario Pengujian
1963,17,Apa itu Message Broker?
1964,17,Latihan: Mengubah Pemanggilan Fungsi NotesService di NotesHandler
1965,17,Latihan: Menerapkan Join Tabel pada Fungsi getNotes
1966,17,Men-deploy Redis pada Amazon ElastiCache - Men-deploy Perubahan Notes API di EC2 Instance
1967,17,Membuat Skenario Testing dalam Mengelola Users - Menjalankan Pengujian
1968,17,Data Validation Menggunakan Joi
1969,17,Membuat JWT Token Manager - Membuat Fungsi verifyRefreshToken
1970,17,Membuat Tabel Notes dengan Teknik Migrate
1971,17,Kuis Authentication dan Authorization
1972,17,Mengenal Skema Autentikasi pada Protokol HTTP
1973,17,Node-Postgres
1974,17,Latihan: Memproteksi Resource Notes
1975,17,Membangun Fitur Kolaborasi Catatan - Membuat CollaborationsService
1976,17,Menerapkan Server-Side Caching pada RESTful API - Menggunakan CacheService
1977,17,Latihan: Membuat Skenario Testing dalam Mengelola Users - Adding User
1978,17,Membuat Notes Plugin - Membuat Fungsi Handler Notes
1979,17,Menambahkan Fungsi verifyUsersCredential di UsersService
1980,17,Pendahuluan Caching menggunakan Amazon ElastiCache
1981,17,Latihan: Menggunakan Amazon S3 sebagai StorageService - Membuat S3 StorageService
1982,18,Test Double
1983,18,Platform CI/CD untuk Node.js
1984,18,Rangkuman Scalability
1985,18,Prasyarat Tools
1986,18,Mengenal Struktur Proyek
1987,18,Implementasi Limit Access menggunakan Nginx untuk Menghindari DDoS Attack - Reverse Proxy Server
1988,18,(Opsional) Latihan: Membuat Proxy Server dengan Hapi
1989,18,Keberlangsungan Aplikasi Auth API
1990,18,Pencegahan Kehilangan Data
1991,18,Latihan: Membagi Beban Server dengan Load Balancing
1992,18,Design Pattern - Structural Pattern
1993,18,Rangkuman Continuous Integration dan Continuous Deployment
1994,18,Proyek CI/CD dan Security
1995,18,Menulis Skenario Test
1996,18,Mendaftarkan (Sub)Domain pada Server Nginx
1997,18,OpenAPI Document
1998,18,Saran dan Best Practice dalam Automation Testing
1999,18,Membuat Remote Repository GitHub
2000,18,Kuis Scalability
2001,18,Pentingnya Pengujian pada Pengembangan Aplikasi
2002,18,Membuat Service Locator
2003,18,Menerapkan Automation Testing dalam Membangun Program Perhitungan Bangun Dua Dimensi
2004,18,Alur CI/CD
2005,18,Rangkuman Kelas
2006,18,Mekanisme Belajar
2007,18,Menyiapkan Proyek
2008,18,Memasang Nginx pada EC2 Instance
2009,18,Latihan: Membuat Security Groups untuk Kebutuhan Amazon EC2
2010,18,Rangkuman Clean Architecture
2011,18,Menganalisis Kegagalan
2012,18,Persetujuan Hak Cipta
2013,18,Latihan: Konfigurasi Load Balancing
2014,18,Design Pattern - Behavioral Pattern
2015,18,Pendahuluan Security
2016,18,Kriteria Proyek CI/CD dan Security
2017,18,Menerapkan Automation Testing dalam Membangun Program Matematika Dasar
2018,18,Memasang TLS Certificate pada (Sub)Domain
2019,18,Open-Source Tools
2020,18,Pendahuluan Clean Architecture
2021,18,Mengonfigurasi EC2 Instances dan Menjalankan Auth API
2022,18,Ujian Akhir Kelas
2023,18,Contoh Automation Testing di JavaScript
2024,18,Membangun Fitur Registrasi Pengguna - Membuat HTTP Server dan Functional Test
2025,18,Pendahuluan API Documentation
2026,18,Functional Test
2027,18,Deploy RESTFul API ke Amazon EC2 dan Amazon RDS
2028,18,Kuis Automation Testing
2029,18,Materi yang Akan Dibahas
2030,18,Membuat Custom Error
2031,18,Mengonfigurasi Nginx sebagai Reverse Proxy Server
2032,18,Pendahuluan Continuous Integration dan Continuous Deployment
2033,18,Go Global
2034,18,Pengenalan Kelas
2035,18,Latihan: Menguji Penerapan Load Balancing
2036,18,Architectural Pattern
2037,18,SQL Injection
2038,18,Proyek CI/CD dan Security Kirim Submission dan Review
2039,18,Menyiapkan Proyek Latihan
2040,18,Rangkuman Security
2041,18,Latihan: Menerapkan API Documentation pada Auth API
2042,18,Pentingnya Kode yang Bersih
2043,18,Implementasi CI/CD Menggunakan GitHub Action
2044,18,Proyek Automation Testing dan Clean Architecture
2045,18,Mengenal Automation Testing
2046,18,Membangun Fitur Registrasi Pengguna - Menerjemahkan Domain Error ke HTTP Error
2047,18,Pentingnya API Documentation
2048,18,Menerapkan Automation Testing dalam Membangun Math API
2049,18,Latihan: Membuat dan Menjalankan Amazon EC2 Instance
2050,18,Kuis Clean Architecture
2051,18,Daftar Referensi
2052,18,Membangun Fitur Registrasi Pengguna - Membuat User Domain
2053,18,Menerapkan Limit Access pada Server Nginx
2054,18,Mengelola Source Code
2055,18,Ketersediaan Tinggi
2056,18,Forum Diskusi
2057,18,Rangkuman API Documentation
2058,18,Clean Architecture pada Pengembangan REST API
2059,18,Browser Security
2060,18,Tips Dalam Mengerjakan Submission
2061,18,Menuliskan Pengujian dan Kode MathBasic
2062,18,Pendahuluan Scalability
2063,18,Latihan: Membuat Logging di Notes API
2064,18,Design Pattern
2065,18,Membuat CI Pipeline menggunakan GitHub Action
2066,18,Kriteria Proyek Automation Test dan Clean Architecture
2067,18,Framework Testing untuk JavaScript
2068,18,Membangun Fitur Registrasi Pengguna - Menjalankan HTTP Server
2069,18,Dokumentasikan API dengan OpenAPI
2070,18,Menjalankan Math API HTTP Server
2071,18,Membuat Cluster RDS
2072,18,Kuis Continuous Integration dan Continuous Deployment
2073,18,Glossarium
2074,18,Membangun Fitur Registrasi Pengguna - Membuat AddUser Use Case dan EncryptionHelper Interface
2075,18,Man In The Middle
2076,18,Integration Test
2077,18,Pengertian dan Manfaat CI/CD
2078,18,Solusi Scaling Otomatis dari AWS
2079,18,Prasyarat Kemampuan
2080,18,Kuis API Documentation
2081,18,Studi Kasus Clean Architecture + TDD: Membangun Auth API
2082,18,Serangan Denial-of-Service (DoS)
2083,18,Latihan: Mitigasi Serangan dengan Blok IP Address
2084,18,Peluncuran Awal
2085,18,Latihan: Membuat Logging Terpusat dengan CloudWatch
2086,18,Design Pattern - Creational Pattern
2087,18,Membuat CD Pipeline menggunakan GitHub Action
2088,18,Proyek Automation Testing dan Clean Architecture Kirim Submission dan Review
2089,18,Mengenal Kultur Test Driven Development
2090,18,Pendinginan
2091,18,Sejarah OpenAPI
2092,18,Rangkuman Automating Testing
2093,18,Membuat Database authapi dan authapi_test
2094,18,Kuis Security
2095,18,Pendahuluan Automation Testing
2096,18,Membangun Fitur Registrasi Pengguna - Implementasi User Repository dan EncryptionHelper
2097,18,Implementasi HTTPS pada Web Server
2098,19,Rangkuman Package dan Dependencies
2099,19,Rangkuman Unit Testing
2100,19,Event Error
2101,19,Kuis Coding: Membuat dan Menulis Data dengan Writable Stream
2102,19,Memberikan Breakpoint
2103,19,Kuis Coding: Membuat Child Process
2104,19,Penanganan Asinkron dengan Promise
2105,19,Kuis: Penanganan Error
2106,19,Glossarium
2107,19,Rangkuman Interaksi dengan File System
2108,19,Pengantar Bekerja dengan Stream
2109,19,Rangkuman Node Binary
2110,19,Rangkuman Proses dan Sistem Operasi
2111,19,Pengantar Asynchronous Control Flow
2112,19,Kuis Coding: Membuat Custom Error
2113,19,Persetujuan Hak Cipta
2114,19,Kuis Coding: Membaca dan Menulis Berkas dengan Stream
2115,19,Semantic Versioning
2116,19,Memperkokoh Pengujian dengan Library dan Framework
2117,19,Pengantar Event System di Node.js
2118,19,Latihan: Memeriksa Sintaks JavaScript
2119,19,Statistik Proses
2120,19,Kuis Coding: Module System di Node.js
2121,19,Tujuan dan Jenis dari Error
2122,19,Pengantar Interaksi dengan File System
2123,19,Binary npm
2124,19,Assertion
2125,19,Kuis Coding: Penanganan Asinkron dengan Promise
2126,19,Mengubah String menjadi Buffer dan Sebaliknya
2127,19,Kuis: Package dan Dependencies
2128,19,Kuis: Unit Testing
2129,19,Kuis Coding: Event System di Node.js
2130,19,Readable-Writable Stream
2131,19,Kuis Coding: Memperbaiki Bugs Aplikasi
2132,19,Konfigurasi Child Process
2133,19,Mengubah Callback menjadi Promise dengan Promisify
2134,19,Submission: Evaluasi Pembelajaran Pertama
2135,19,Daftar Referensi
2136,19,Kuis: Interaksi dengan File System
2137,19,Membuat Instance EventEmitter
2138,19,Jenis Stream
2139,19,Kuis: Node Binary
2140,19,Kuis: Proses dan Sistem Operasi
2141,19,Pengenalan Asynchronous
2142,19,Menangani Error
2143,19,Pengantar Kelas
2144,19,Membaca Direktori
2145,19,Package Scripts
2146,19,Latihan: Unit Testing dengan Tape Library
2147,19,Latihan: Mengevaluasi Sintaks JavaScript melalui Perintah Shell
2148,19,Informasi Sistem Operasi
2149,19,Kuis Coding: Mendeteksi Main Module
2150,19,Membangkitkan Error (Throw Error)
2151,19,File Path
2152,19,Membuat Package
2153,19,Unit Testing dengan Core Module Assert
2154,19,Membatalkan Proses Asinkron
2155,19,Kuis Coding: Mengubah Buffer menjadi Tipe Data Lainnya
2156,19,Pengantar Module System di Node.js
2157,19,Rangkuman Kelas
2158,19,Refleksi: Event System di Node.js
2159,19,Piping Streams
2160,19,Refleksi: Debugging dan Diagnostic
2161,19,Refleksi: Membuat Child Process
2162,19,Kuis Coding: Mengubah Fungsi Asinkron Callback-Based Menjadi Promise-Based
2163,19,Pengantar Bekerja dengan Buffer
2164,19,Pengantar Node Binary
2165,19,Pengantar Proses dan Sistem Operasi
2166,19,Membangkitkan Event
2167,19,Readable Stream
2168,19,Pengantar Debugging dan Diagnostic
2169,19,Pengantar Membuat Child Process
2170,19,Fungsi setTimeout()
2171,19,Propagasi Error
2172,19,Prasyarat Kemampuan
2173,19,Membaca Metadata Berkas dan Direktori
2174,19,"Latihan: Membuat Package, Memasang Dependencies, dan Menambahkan Custom Scripts"
2175,19,Latihan: Unit Testing dengan Jest
2176,19,Refleksi: Bekerja dengan Buffer
2177,19,Latihan: Preloading CommonJS Module
2178,19,Statistik Sistem Operasi
2179,19,Refleksi: Module System di Node.js
2180,19,Native Error Constructor
2181,19,Membaca dan Menulis Berkas
2182,19,Memasang Dependencies
2183,19,Kuis Coding: Menguji Fungsi Synchronous dengan Core Module Assert
2184,19,Refleksi: Asynchronous Control Flow
2185,19,Format Sistem Modularisasi di Node.js
2186,19,Ujian Akhir
2187,19,Rangkuman: Event System di Node.js
2188,19,Refleksi: Bekerja dengan Stream
2189,19,Rangkuman Debungging dan Diagnostic
2190,19,Rangkuman Membuat Child Process
2191,19,Promise Berantai
2192,19,Buffer Instance
2193,19,Memasang Node Binary
2194,19,Standar Input dan Output (STDIO)
2195,19,Menambahkan Event Listener
2196,19,Kuis Coding: Membuat dan Mengonsumsi Readable Stream
2197,19,Menjalankan Proses Node.js dengan Mode Debug
2198,19,Fungsi exec dan execSync
2199,19,Penanganan Asinkron dengan Pola Callback
2200,19,Refleksi: Penanganan Error
2201,19,Prasyarat Tools
2202,19,Memantau Perubahan File System
2203,19,Latihan: Rekonstruksi proyek Node.js
2204,19,Mengonfigurasi Proyek Node.js untuk Menjalankan Pengujian
2205,19,Rangkuman Bekerja dengan Buffer
2206,19,Latihan: Membatasi Stack Trace
2207,19,Kuis Coding: Proses dan Sistem Operasi
2208,19,Rangkuman Module System di Node.js
2209,19,Kuis Coding: Membangkitkan Native Error
2210,19,Kuis Coding: Membaca dan Menulis Berkas
2211,19,Development Dependencies
2212,19,Kuis Coding: Menguji Fungsi Asynchronous Callback dengan Core Module Assert
2213,19,Rangkuman Asynchronous Control Flow
2214,19,Menghentikan Proses
2215,19,Interoperabilitas antara CommonJS dan ESM
2216,19,Submission: Evaluasi Pembelajaran Akhir
2217,19,Kuis: Event System di Node.js
2218,19,Rangkuman Bekerja dengan Stream
2219,19,Kuis: Debugging dan Diagnostic
2220,19,Kuis: Membuat Child Process
2221,19,Promise Static Method
2222,19,Mengalokasikan Buffer
2223,19,Latihan: Memasang Node.js menggunakan nvm
2224,19,Menghapus Event Listener
2225,19,Writable Stream
2226,19,Debugging Proses via Node.js V8 Inspector Client
2227,19,Fungsi spawn dan spawnSync
2228,19,Kuis Coding: Penanganan Asinkron dengan Pola Callback
2229,19,Rangkuman: Penanganan Error
2230,19,Forum Diskusi
2231,19,Refleksi: Interaksi dengan File System
2232,19,Refleksi: Package dan Dependencies
2233,19,Refleksi: Unit Testing
2234,19,Kuis: Bekerja dengan Buffer
2235,19,Refleksi: Node Binary
2236,19,Refleksi: Proses dan Sistem Operasi
2237,19,Kuis: Module System di Node.js
2238,19,Membuat Custom Error
2239,19,File Streams
2240,19,Memasang Ulang Dependencies
2241,19,Kuis Coding: Menguji Fungsi Asynchronous Promise dengan Core Module Assert
2242,19,Kuis: Asynchronous Control Flow
2243,19,Menjelajahi Opsi Perintah pada Node Binary
2244,19,Informasi Proses
2245,19,Mendeteksi Main Module pada CommonJS
2246,19,Mekanisme Belajar
2247,19,Pengantar Penanganan Error
